title,imdb_link
Finding Dory,https://www.imdb.com//title/tt2277860/
Happy Feet,https://www.imdb.com//title/tt0366548/
Cheeky,https://www.imdb.com//title/tt0200192/
Boys Don't Cry,https://www.imdb.com//title/tt0171804/
Basic Instinct 2,https://www.imdb.com//title/tt0430912/
The Ref,https://www.imdb.com//title/tt0110955/
Night at the Museum: Battle of the Smithsonian,https://www.imdb.com//title/tt1078912/
Sideways,https://www.imdb.com//title/tt0375063/
Punch-Drunk Love,https://www.imdb.com//title/tt0272338/
I Am Woman,https://www.imdb.com//title/tt9185316/
THX 1138,https://www.imdb.com//title/tt0066434/
The Professor,https://www.imdb.com//title/tt6865690/
Gamer,https://www.imdb.com//title/tt1034032/
Jonah Hex,https://www.imdb.com//title/tt1075747/
A Fish Called Wanda,https://www.imdb.com//title/tt0095159/
My Big Fat Greek Wedding,https://www.imdb.com//title/tt0259446/
Despicable Me 2,https://www.imdb.com//title/tt1690953/
Status Update,https://www.imdb.com//title/tt5692390/
The Parent Trap,https://www.imdb.com//title/tt0055277/
Trainwreck,https://www.imdb.com//title/tt3152624/
Ip Man,https://www.imdb.com//title/tt1220719/
Rocky V,https://www.imdb.com//title/tt0100507/
The Fisher King,https://www.imdb.com//title/tt0101889/
Rocky III,https://www.imdb.com//title/tt0084602/
RoboCop,https://www.imdb.com//title/tt1234721/
Out of the Furnace,https://www.imdb.com//title/tt1206543/
Urban Legend,https://www.imdb.com//title/tt0146336/
The Best Little Whorehouse in Texas,https://www.imdb.com//title/tt0083642/
All I Want for Christmas,https://www.imdb.com//title/tt0101301/
Patch Adams,https://www.imdb.com//title/tt0129290/
Killerman,https://www.imdb.com//title/tt7420342/
Nativity 2: Danger in the Manger!,https://www.imdb.com//title/tt2089750/
Chips,https://www.imdb.com//title/tt0493405/
The Color Purple,https://www.imdb.com//title/tt0088939/
"Synecdoche, New York",https://www.imdb.com//title/tt0383028/
Dreamscape,https://www.imdb.com//title/tt0087175/
Days of Thunder,https://www.imdb.com//title/tt0099371/
La Vie En Rose,https://www.imdb.com//title/tt0450188/
Clerks II,https://www.imdb.com//title/tt0424345/
Witness,https://www.imdb.com//title/tt0090329/
The Man in the Iron Mask,https://www.imdb.com//title/tt0120744/
Legion,https://www.imdb.com//title/tt1038686/
Sex and the City 2,https://www.imdb.com//title/tt1261945/
40 Days and 40 Nights,https://www.imdb.com//title/tt0243736/
Blue Jasmine,https://www.imdb.com//title/tt2334873/
Possession,https://www.imdb.com//title/tt0082933/
He's Just Not That Into You,https://www.imdb.com//title/tt1001508/
Monster's Ball,https://www.imdb.com//title/tt0285742/
Frida,https://www.imdb.com//title/tt0120679/
A Ghost Story,https://www.imdb.com//title/tt6265828/
The Replacements,https://www.imdb.com//title/tt0191397/
Victor Frankenstein,https://www.imdb.com//title/tt1976009/
How to Train Your Dragon 2,https://www.imdb.com//title/tt1646971/
All the President's Men,https://www.imdb.com//title/tt0074119/
For a Few Dollars More,https://www.imdb.com//title/tt0059578/
Where the Wild Things Are,https://www.imdb.com//title/tt0386117/
Night at the Museum: Secret of the Tomb,https://www.imdb.com//title/tt2692250/
Captain America,https://www.imdb.com//title/tt0103923/
Mommy,https://www.imdb.com//title/tt3612616/
Bullitt,https://www.imdb.com//title/tt0062765/
Heist,https://www.imdb.com//title/tt3276924/
Hunger,https://www.imdb.com//title/tt0986233/
Brahms: The Boy II,https://www.imdb.com//title/tt9173418/
Return to the Blue Lagoon,https://www.imdb.com//title/tt0102782/
Blood Simple,https://www.imdb.com//title/tt0086979/
Better Off Dead...,https://www.imdb.com//title/tt0088794/
Primal,https://www.imdb.com//title/tt7394816/
This Is Where I Leave You,https://www.imdb.com//title/tt1371150/
Dressed to Kill,https://www.imdb.com//title/tt0080661/
Buffy the Vampire Slayer,https://www.imdb.com//title/tt0103893/
Hot Summer Nights,https://www.imdb.com//title/tt3416536/
Magic Camp,https://www.imdb.com//title/tt3979300/
Taken 3,https://www.imdb.com//title/tt2446042/
The Quiller Memorandum,https://www.imdb.com//title/tt0060880/
Empire Records,https://www.imdb.com//title/tt0112950/
Driven,https://www.imdb.com//title/tt5592796/
Back to School,https://www.imdb.com//title/tt0090685/
Let the Right One In,https://www.imdb.com//title/tt1139797/
The Dukes of Hazzard,https://www.imdb.com//title/tt0377818/
Coriolanus,https://www.imdb.com//title/tt1372686/
Andhadhun,https://www.imdb.com//title/tt8108198/
Hitman: Agent 47,https://www.imdb.com//title/tt2679042/
Elektra,https://www.imdb.com//title/tt0357277/
Despicable Me 3,https://www.imdb.com//title/tt3469046/
The Boy Next Door,https://www.imdb.com//title/tt3181822/
The Land of Steady Habits,https://www.imdb.com//title/tt6485928/
Cleopatra,https://www.imdb.com//title/tt0056937/
Unstoppable,https://www.imdb.com//title/tt0477080/
Midnight in the Garden of Good and Evil,https://www.imdb.com//title/tt0119668/
To Rome With Love,https://www.imdb.com//title/tt1859650/
Horns,https://www.imdb.com//title/tt1528071/
In the Tall Grass,https://www.imdb.com//title/tt4687108/
Black Snake Moan,https://www.imdb.com//title/tt0462200/
R.I.P.D.,https://www.imdb.com//title/tt0790736/
Feel the Beat,https://www.imdb.com//title/tt10714856/
Urban Cowboy,https://www.imdb.com//title/tt0081696/
The Perfect Storm,https://www.imdb.com//title/tt0177971/
The Taking of Deborah Logan,https://www.imdb.com//title/tt3387648/
Mask,https://www.imdb.com//title/tt0089560/
Clerks,https://www.imdb.com//title/tt0109445/
Step Up,https://www.imdb.com//title/tt0462590/
Swimming Pool,https://www.imdb.com//title/tt0324133/
Traffik,https://www.imdb.com//title/tt5670152/
Alien vs. Predator,https://www.imdb.com//title/tt0370263/
Central Intelligence,https://www.imdb.com//title/tt1489889/
Burnt,https://www.imdb.com//title/tt2503944/
Blades of Glory,https://www.imdb.com//title/tt0445934/
Beast,https://www.imdb.com//title/tt5628302/
Amar,https://www.imdb.com//title/tt5479616/
Skin,https://www.imdb.com//title/tt6043142/
A Babysitter's Guide to Monster Hunting,https://www.imdb.com//title/tt4844150/
Midnight Sun,https://www.imdb.com//title/tt4799066/
Battle Los Angeles,https://www.imdb.com//title/tt1217613/
Fiddler on the Roof,https://www.imdb.com//title/tt0067093/
Bound,https://www.imdb.com//title/tt0115736/
Pandorum,https://www.imdb.com//title/tt1188729/
Don't Look Now,https://www.imdb.com//title/tt0069995/
Tall Girl,https://www.imdb.com//title/tt9252508/
Greta,https://www.imdb.com//title/tt2639336/
To Die For,https://www.imdb.com//title/tt0114681/
Under Siege,https://www.imdb.com//title/tt0105690/
Marshall,https://www.imdb.com//title/tt5301662/
Sling Blade,https://www.imdb.com//title/tt0117666/
A Little Princess,https://www.imdb.com//title/tt0113670/
The French Connection,https://www.imdb.com//title/tt0067116/
The Longest Ride,https://www.imdb.com//title/tt2726560/
A Street Cat Named Bob,https://www.imdb.com//title/tt3606888/
The Aeronauts,https://www.imdb.com//title/tt6141246/
Invasion of the Body Snatchers,https://www.imdb.com//title/tt0077745/
Paradise Hills,https://www.imdb.com//title/tt6127004/
Network,https://www.imdb.com//title/tt0074958/
Velvet Buzzsaw,https://www.imdb.com//title/tt7043012/
The Brown Bunny,https://www.imdb.com//title/tt0330099/
"Blood In, Blood Out",https://www.imdb.com//title/tt0106469/
Coneheads,https://www.imdb.com//title/tt0106598/
Orgazmo,https://www.imdb.com//title/tt0124819/
Blue Ruin,https://www.imdb.com//title/tt2359024/
Mr. Right,https://www.imdb.com//title/tt2091935/
Unpregnant,https://www.imdb.com//title/tt10556022/
Meet the Fockers,https://www.imdb.com//title/tt0290002/
Captive State,https://www.imdb.com//title/tt5968394/
Blindspotting,https://www.imdb.com//title/tt7242142/
Gandhi,https://www.imdb.com//title/tt0083987/
Crown Vic,https://www.imdb.com//title/tt4558200/
Malcolm X,https://www.imdb.com//title/tt0104797/
The Piano Teacher,https://www.imdb.com//title/tt0254686/
Final Destination 3,https://www.imdb.com//title/tt0414982/
Ed Wood,https://www.imdb.com//title/tt0109707/
Fences,https://www.imdb.com//title/tt2671706/
Army of Darkness,https://www.imdb.com//title/tt0106308/
I Am Number Four,https://www.imdb.com//title/tt1464540/
Freedom Writers,https://www.imdb.com//title/tt0463998/
Kung Fu Panda 3,https://www.imdb.com//title/tt2267968/
Café Society,https://www.imdb.com//title/tt4513674/
The Jungle Book,https://www.imdb.com//title/tt0061852/
Roman Holiday,https://www.imdb.com//title/tt0046250/
Seventh Son,https://www.imdb.com//title/tt1121096/
Wild Hogs,https://www.imdb.com//title/tt0486946/
Debt Collectors,https://www.imdb.com//title/tt10933680/
Death at a Funeral,https://www.imdb.com//title/tt0795368/
Paul,https://www.imdb.com//title/tt1092026/
Seven Years in Tibet,https://www.imdb.com//title/tt0120102/
The Internship,https://www.imdb.com//title/tt2234155/
The Day the Earth Stood Still,https://www.imdb.com//title/tt0970416/
Spectral,https://www.imdb.com//title/tt2106651/
Bonnie and Clyde,https://www.imdb.com//title/tt0061418/
Trauma Center,https://www.imdb.com//title/tt9625664/
Earth Girls Are Easy,https://www.imdb.com//title/tt0097257/
Wildlife,https://www.imdb.com//title/tt5929754/
Money Monster,https://www.imdb.com//title/tt2241351/
Bronson,https://www.imdb.com//title/tt1172570/
Colombiana,https://www.imdb.com//title/tt1657507/
Hardball,https://www.imdb.com//title/tt0180734/
It Comes at Night,https://www.imdb.com//title/tt4695012/
Scary Movie 2,https://www.imdb.com//title/tt0257106/
A Christmas Horror Story,https://www.imdb.com//title/tt3688406/
Beethoven,https://www.imdb.com//title/tt0103786/
Videodrome,https://www.imdb.com//title/tt0086541/
Vox Lux,https://www.imdb.com//title/tt5960374/
Chappie,https://www.imdb.com//title/tt1823672/
My Bloody Valentine,https://www.imdb.com//title/tt1179891/
Paper Towns,https://www.imdb.com//title/tt3622592/
Scandal in Sorrento,https://www.imdb.com//title/tt0050817/
War Horse,https://www.imdb.com//title/tt1568911/
The Adventures of Tintin,https://www.imdb.com//title/tt0983193/
Wet Hot American Summer,https://www.imdb.com//title/tt0243655/
Crank,https://www.imdb.com//title/tt0479884/
Angel Heart,https://www.imdb.com//title/tt0092563/
Dead Calm,https://www.imdb.com//title/tt0097162/
The Darkest Minds,https://www.imdb.com//title/tt4073790/
Footloose,https://www.imdb.com//title/tt1068242/
You're Next,https://www.imdb.com//title/tt1853739/
Angel of Mine,https://www.imdb.com//title/tt7058080/
The Man Who Knew Too Much,https://www.imdb.com//title/tt0049470/
I Am Sam,https://www.imdb.com//title/tt0277027/
Survival Island,https://www.imdb.com//title/tt0377309/
Star Trek II: The Wrath of Khan,https://www.imdb.com//title/tt0084726/
A River Runs Through It,https://www.imdb.com//title/tt0105265/
The Spy Next Door,https://www.imdb.com//title/tt1273678/
Triggered,https://www.imdb.com//title/tt9419976/
Paddington,https://www.imdb.com//title/tt1109624/
Grandma's Boy,https://www.imdb.com//title/tt0456554/
The Rundown,https://www.imdb.com//title/tt0327850/
Holiday Rush,https://www.imdb.com//title/tt10091530/
"Juliet, Naked",https://www.imdb.com//title/tt5607096/
Trance,https://www.imdb.com//title/tt1924429/
Disclosure,https://www.imdb.com//title/tt0109635/
Deuce Bigalow: Male Gigolo,https://www.imdb.com//title/tt0205000/
Elizabeth: The Golden Age,https://www.imdb.com//title/tt0414055/
The Mountain Between Us,https://www.imdb.com//title/tt2226597/
Sing Street,https://www.imdb.com//title/tt3544112/
House at the End of the Street,https://www.imdb.com//title/tt1582507/
Alone,https://www.imdb.com//title/tt10192566/
Saturday the 14th,https://www.imdb.com//title/tt0083033/
Girl,https://www.imdb.com//title/tt8254556/
Leap Year,https://www.imdb.com//title/tt1216492/
The Boy,https://www.imdb.com//title/tt3882082/
Solaris,https://www.imdb.com//title/tt0069293/
Odd Thomas,https://www.imdb.com//title/tt1767354/
Diary of a Wimpy Kid,https://www.imdb.com//title/tt1196141/
Funny Games,https://www.imdb.com//title/tt0119167/
Cậu Bé Đặc Biệt,https://www.imdb.com//title/tt0986264/
The Last Witch Hunter,https://www.imdb.com//title/tt1618442/
The Bridge on the River Kwai,https://www.imdb.com//title/tt0050212/
Winter Sleep,https://www.imdb.com//title/tt2758880/
The Vow,https://www.imdb.com//title/tt1606389/
Drag Me to Hell,https://www.imdb.com//title/tt1127180/
Flatliners,https://www.imdb.com//title/tt0099582/
Ghost Rider: Spirit of Vengeance,https://www.imdb.com//title/tt1071875/
17 Again,https://www.imdb.com//title/tt0974661/
Danger Close,https://www.imdb.com//title/tt0441881/
After Earth,https://www.imdb.com//title/tt1815862/
Siberia,https://www.imdb.com//title/tt6494418/
The Muppets,https://www.imdb.com//title/tt1204342/
Brotherhood of the Wolf,https://www.imdb.com//title/tt0237534/
10,https://www.imdb.com//title/tt0078721/
Go,https://www.imdb.com//title/tt0139239/
Paths of Glory,https://www.imdb.com//title/tt0050825/
Super Mario Bros.,https://www.imdb.com//title/tt0108255/
The Quick and the Dead,https://www.imdb.com//title/tt0114214/
"Good Morning, Vietnam",https://www.imdb.com//title/tt0093105/
22 July,https://www.imdb.com//title/tt7280898/
Breathless,https://www.imdb.com//title/tt0053472/
A Streetcar Named Desire,https://www.imdb.com//title/tt0044081/
Lake Placid,https://www.imdb.com//title/tt0139414/
The Finest Hours,https://www.imdb.com//title/tt2025690/
The Heat,https://www.imdb.com//title/tt2404463/
Mr. Deeds,https://www.imdb.com//title/tt0280590/
The Artist,https://www.imdb.com//title/tt1655442/
The Double,https://www.imdb.com//title/tt1825157/
Frequency,https://www.imdb.com//title/tt0186151/
Kiss Me Deadly,https://www.imdb.com//title/tt0048261/
Paprika,https://www.imdb.com//title/tt0098063/
Lethal Weapon 2,https://www.imdb.com//title/tt0097733/
The Signal,https://www.imdb.com//title/tt2910814/
Holy Motors,https://www.imdb.com//title/tt2076220/
The To Do List,https://www.imdb.com//title/tt1758795/
Ferdinand,https://www.imdb.com//title/tt3411444/
Two Weeks Notice,https://www.imdb.com//title/tt0313737/
Don't Tell Mom the Babysitter's Dead,https://www.imdb.com//title/tt0101757/
A Night at the Roxbury,https://www.imdb.com//title/tt0120770/
Annabelle,https://www.imdb.com//title/tt3322940/
The Hummingbird Project,https://www.imdb.com//title/tt6866224/
T2 Trainspotting,https://www.imdb.com//title/tt2763304/
"To Wong Foo Thanks for Everything, Julie Newmar",https://www.imdb.com//title/tt0114682/
The Next Karate Kid,https://www.imdb.com//title/tt0110657/
The Break-Up,https://www.imdb.com//title/tt0452594/
Johnny English Reborn,https://www.imdb.com//title/tt1634122/
The Purge: Anarchy,https://www.imdb.com//title/tt2975578/
Finding Neverland,https://www.imdb.com//title/tt0308644/
Anaconda,https://www.imdb.com//title/tt0118615/
Rough Night,https://www.imdb.com//title/tt4799050/
Jack Ryan: Shadow Recruit,https://www.imdb.com//title/tt1205537/
Flesh Gordon,https://www.imdb.com//title/tt0068595/
42,https://www.imdb.com//title/tt0453562/
Christmas in Connecticut,https://www.imdb.com//title/tt0037595/
Hotel Rwanda,https://www.imdb.com//title/tt0395169/
Miracle,https://www.imdb.com//title/tt0349825/
The Spiderwick Chronicles,https://www.imdb.com//title/tt0416236/
The Bling Ring,https://www.imdb.com//title/tt2132285/
Child's Play,https://www.imdb.com//title/tt0094862/
Wall Street: Money Never Sleeps,https://www.imdb.com//title/tt1027718/
Always,https://www.imdb.com//title/tt0096794/
The Shop Around the Corner,https://www.imdb.com//title/tt0033045/
The 15:17 to Paris,https://www.imdb.com//title/tt6802308/
Ice Age: Continental Drift,https://www.imdb.com//title/tt1667889/
Rudy,https://www.imdb.com//title/tt0108002/
Anchorman 2: The Legend Continues,https://www.imdb.com//title/tt1229340/
Hot Shots!,https://www.imdb.com//title/tt0102059/
Nobody's Fool,https://www.imdb.com//title/tt0110684/
Shallow Hal,https://www.imdb.com//title/tt0256380/
Rat Race,https://www.imdb.com//title/tt0250687/
Daylight,https://www.imdb.com//title/tt0116040/
Mallrats,https://www.imdb.com//title/tt0113749/
3 from Hell,https://www.imdb.com//title/tt8134742/
The Producers,https://www.imdb.com//title/tt0395251/
The King of Comedy,https://www.imdb.com//title/tt0085794/
Revenge of the Nerds,https://www.imdb.com//title/tt0088000/
Body Cam,https://www.imdb.com//title/tt8179024/
The Lake House,https://www.imdb.com//title/tt0410297/
The Birdcage,https://www.imdb.com//title/tt0115685/
"Sex, Lies, and Videotape",https://www.imdb.com//title/tt0098724/
Mortal Kombat: Annihilation,https://www.imdb.com//title/tt0119707/
Ice Age: Collision Course,https://www.imdb.com//title/tt3416828/
The Outsider,https://www.imdb.com//title/tt2011311/
Get Shorty,https://www.imdb.com//title/tt0113161/
We Summon the Darkness,https://www.imdb.com//title/tt8058874/
Bully,https://www.imdb.com//title/tt0242193/
Into the Forest,https://www.imdb.com//title/tt2625810/
The High Note,https://www.imdb.com//title/tt9308382/
Last Holiday,https://www.imdb.com//title/tt0408985/
Jigsaw,https://www.imdb.com//title/tt3348730/
Blackbird,https://www.imdb.com//title/tt8717446/
Cheaper by the Dozen,https://www.imdb.com//title/tt0349205/
Ordinary People,https://www.imdb.com//title/tt0081283/
Devil,https://www.imdb.com//title/tt1314655/
The Crying Game,https://www.imdb.com//title/tt0104036/
Alvin and the Chipmunks,https://www.imdb.com//title/tt0952640/
Get on Up,https://www.imdb.com//title/tt2473602/
The Clovehitch Killer,https://www.imdb.com//title/tt6269368/
Summer of 84,https://www.imdb.com//title/tt5774450/
Big Eyes,https://www.imdb.com//title/tt1126590/
The Bank Job,https://www.imdb.com//title/tt0200465/
Margin Call,https://www.imdb.com//title/tt1615147/
"Lust, Caution",https://www.imdb.com//title/tt0808357/
Unsane,https://www.imdb.com//title/tt7153766/
Green Street Hooligans,https://www.imdb.com//title/tt0385002/
Dumb and Dumber To,https://www.imdb.com//title/tt2096672/
Dead Silence,https://www.imdb.com//title/tt0455760/
Welcome Home,https://www.imdb.com//title/tt13381376/
Imperium,https://www.imdb.com//title/tt4781612/
A Walk Among the Tombstones,https://www.imdb.com//title/tt0365907/
Spy Game,https://www.imdb.com//title/tt0266987/
Can't Hardly Wait,https://www.imdb.com//title/tt0127723/
Resident Evil: Apocalypse,https://www.imdb.com//title/tt0318627/
Side Effects,https://www.imdb.com//title/tt2053463/
Eat Pray Love,https://www.imdb.com//title/tt0879870/
Mary Shelley's Frankenstein,https://www.imdb.com//title/tt0109836/
Santa's Slay,https://www.imdb.com//title/tt0393685/
Buffaloed,https://www.imdb.com//title/tt8647310/
Tumbbad,https://www.imdb.com//title/tt8239946/
Creep,https://www.imdb.com//title/tt2428170/
Pet,https://www.imdb.com//title/tt1183374/
"Silent Night, Deadly Night",https://www.imdb.com//title/tt0088117/
Selma,https://www.imdb.com//title/tt1020072/
The Boy Who Harnessed the Wind,https://www.imdb.com//title/tt7533152/
Burn,https://www.imdb.com//title/tt8009314/
The Choice,https://www.imdb.com//title/tt3797868/
47 Meters Down: Uncaged,https://www.imdb.com//title/tt7329656/
Killing Me Softly,https://www.imdb.com//title/tt0250468/
Taken 2,https://www.imdb.com//title/tt1397280/
Patriot Games,https://www.imdb.com//title/tt0105112/
This Means War,https://www.imdb.com//title/tt1596350/
The Bridges of Madison County,https://www.imdb.com//title/tt0112579/
Rise of the Planet of the Apes,https://www.imdb.com//title/tt1318514/
She Dies Tomorrow,https://www.imdb.com//title/tt11614912/
Searching for Bobby Fischer,https://www.imdb.com//title/tt0108065/
Piranha 3D,https://www.imdb.com//title/tt0464154/
Abraham Lincoln: Vampire Hunter,https://www.imdb.com//title/tt1611224/
Safe,https://www.imdb.com//title/tt1656190/
The Cured,https://www.imdb.com//title/tt3463106/
Kazaam,https://www.imdb.com//title/tt0116756/
Strangers on a Train,https://www.imdb.com//title/tt0044079/
The Last Temptation of Christ,https://www.imdb.com//title/tt0095497/
Tallulah,https://www.imdb.com//title/tt1639084/
Summerland,https://www.imdb.com//title/tt6841122/
To Catch a Thief,https://www.imdb.com//title/tt0048728/
Isn't It Romantic,https://www.imdb.com//title/tt2452244/
The Girl with All the Gifts,https://www.imdb.com//title/tt4547056/
Ran,https://www.imdb.com//title/tt0089881/
Child 44,https://www.imdb.com//title/tt1014763/
The Last Stand,https://www.imdb.com//title/tt1549920/
Body Heat,https://www.imdb.com//title/tt0082089/
Detachment,https://www.imdb.com//title/tt1683526/
2010,https://www.imdb.com//title/tt0086837/
Monos,https://www.imdb.com//title/tt6062774/
Serena,https://www.imdb.com//title/tt1247690/
Lost Bullet,https://www.imdb.com//title/tt10456740/
Dumplin',https://www.imdb.com//title/tt4878482/
Lee Daniels' The Butler,https://www.imdb.com//title/tt1327773/
Loving,https://www.imdb.com//title/tt4669986/
Piranha 3DD,https://www.imdb.com//title/tt1714203/
An Education,https://www.imdb.com//title/tt1174732/
Mudbound,https://www.imdb.com//title/tt2396589/
Ten Inch Hero,https://www.imdb.com//title/tt0829297/
Scooby-Doo 2: Monsters Unleashed,https://www.imdb.com//title/tt0331632/
Song to Song,https://www.imdb.com//title/tt2062700/
Suburbicon,https://www.imdb.com//title/tt0491175/
Kramer vs. Kramer,https://www.imdb.com//title/tt0079417/
The Sitter,https://www.imdb.com//title/tt1366344/
50/50,https://www.imdb.com//title/tt1306980/
Ghost World,https://www.imdb.com//title/tt0162346/
Any Given Sunday,https://www.imdb.com//title/tt0146838/
How Do You Know,https://www.imdb.com//title/tt1341188/
"Where'd You Go, Bernadette",https://www.imdb.com//title/tt2365580/
The Last Boy Scout,https://www.imdb.com//title/tt0102266/
The Song of Names,https://www.imdb.com//title/tt1657517/
Accepted,https://www.imdb.com//title/tt0384793/
In the Realm of the Senses,https://www.imdb.com//title/tt0074102/
Short Circuit,https://www.imdb.com//title/tt0091949/
Timeline,https://www.imdb.com//title/tt0300556/
Teen Wolf,https://www.imdb.com//title/tt0090142/
Underworld: Evolution,https://www.imdb.com//title/tt0401855/
Friday Night Lights,https://www.imdb.com//title/tt0390022/
The Runaways,https://www.imdb.com//title/tt1017451/
Only You,https://www.imdb.com//title/tt7531138/
Conan the Destroyer,https://www.imdb.com//title/tt0087078/
9 to 5,https://www.imdb.com//title/tt0080319/
Unaccompanied Minors,https://www.imdb.com//title/tt0488658/
Grease 2,https://www.imdb.com//title/tt0084021/
White Girl,https://www.imdb.com//title/tt4129870/
Corpus Christi,https://www.imdb.com//title/tt8649186/
Cabin Fever,https://www.imdb.com//title/tt0303816/
Four Rooms,https://www.imdb.com//title/tt0113101/
Diana,https://www.imdb.com//title/tt1758595/
The Rum Diary,https://www.imdb.com//title/tt0376136/
Mannequin,https://www.imdb.com//title/tt0093493/
Problem Child,https://www.imdb.com//title/tt0100419/
Black and Blue,https://www.imdb.com//title/tt7390646/
Where Eagles Dare,https://www.imdb.com//title/tt0065207/
Romeo and Juliet,https://www.imdb.com//title/tt0063518/
Maverick,https://www.imdb.com//title/tt0110478/
Bleed for This,https://www.imdb.com//title/tt1620935/
Taish,https://www.imdb.com//title/tt10840884/
Overboard,https://www.imdb.com//title/tt1563742/
The Burning Plain,https://www.imdb.com//title/tt1068641/
Session 9,https://www.imdb.com//title/tt0261983/
Florence Foster Jenkins,https://www.imdb.com//title/tt4136084/
Seven Brides for Seven Brothers,https://www.imdb.com//title/tt0047472/
Get Smart,https://www.imdb.com//title/tt0425061/
Disaster Movie,https://www.imdb.com//title/tt1213644/
Centurion,https://www.imdb.com//title/tt1020558/
The Invention of Lying,https://www.imdb.com//title/tt1058017/
Ponyo,https://www.imdb.com//title/tt0876563/
Wonder Wheel,https://www.imdb.com//title/tt5825380/
Blow-Up,https://www.imdb.com//title/tt0060176/
Auntie Mame,https://www.imdb.com//title/tt0051383/
The Way Way Back,https://www.imdb.com//title/tt1727388/
The Brady Bunch Movie,https://www.imdb.com//title/tt0112572/
Ali G Indahouse,https://www.imdb.com//title/tt0284837/
Beyond Skyline,https://www.imdb.com//title/tt1724970/
Crossroads,https://www.imdb.com//title/tt0275022/
Filth,https://www.imdb.com//title/tt1450321/
The Color of Money,https://www.imdb.com//title/tt0090863/
War Machine,https://www.imdb.com//title/tt4758646/
Haunt,https://www.imdb.com//title/tt6535880/
Scouts Guide to the Zombie Apocalypse,https://www.imdb.com//title/tt1727776/
Under the Tuscan Sun,https://www.imdb.com//title/tt0328589/
Wyatt Earp,https://www.imdb.com//title/tt0111756/
Wild Rose,https://www.imdb.com//title/tt5117428/
M,https://www.imdb.com//title/tt0022100/
The Three Musketeers,https://www.imdb.com//title/tt0108333/
The Flintstones,https://www.imdb.com//title/tt0109813/
Aquamarine,https://www.imdb.com//title/tt0429591/
The Hidden Face,https://www.imdb.com//title/tt1772250/
The Body,https://www.imdb.com//title/tt1937149/
Non-Stop,https://www.imdb.com//title/tt2024469/
Terms of Endearment,https://www.imdb.com//title/tt0086425/
Black '47,https://www.imdb.com//title/tt3208026/
The Hungover Games,https://www.imdb.com//title/tt3138104/
Charlie Wilson's War,https://www.imdb.com//title/tt0472062/
2:22,https://www.imdb.com//title/tt1131724/
Mother,https://www.imdb.com//title/tt1216496/
Joyeux Noel,https://www.imdb.com//title/tt0424205/
Only God Forgives,https://www.imdb.com//title/tt1602613/
Body Double,https://www.imdb.com//title/tt0086984/
Funny Girl,https://www.imdb.com//title/tt0062994/
S.W.A.T.,https://www.imdb.com//title/tt0257076/
Boiler Room,https://www.imdb.com//title/tt0181984/
The Towering Inferno,https://www.imdb.com//title/tt0072308/
Before We Go,https://www.imdb.com//title/tt0443465/
Enough,https://www.imdb.com//title/tt0278435/
Death Wish,https://www.imdb.com//title/tt0071402/
Sorry We Missed You,https://www.imdb.com//title/tt8359816/
Blue Thunder,https://www.imdb.com//title/tt0085255/
Nausicaä of the Valley of the Wind,https://www.imdb.com//title/tt0087544/
Brüno,https://www.imdb.com//title/tt0889583/
Jeepers Creepers,https://www.imdb.com//title/tt0263488/
Speed Racer,https://www.imdb.com//title/tt0811080/
The Big Ugly,https://www.imdb.com//title/tt9441638/
The Big Chill,https://www.imdb.com//title/tt0085244/
Jack the Giant Slayer,https://www.imdb.com//title/tt1351685/
The Do-Over,https://www.imdb.com//title/tt4769836/
Mowgli: Legend of the Jungle,https://www.imdb.com//title/tt2388771/
Heartbreakers,https://www.imdb.com//title/tt0125022/
Evil Dead II,https://www.imdb.com//title/tt0092991/
BPM (Beats Per Minute),https://www.imdb.com//title/tt6135348/
Flashdance,https://www.imdb.com//title/tt0085549/
The Imaginarium of Doctor Parnassus,https://www.imdb.com//title/tt1054606/
The Captive,https://www.imdb.com//title/tt2326612/
Revolver,https://www.imdb.com//title/tt0365686/
Crocodile Dundee II,https://www.imdb.com//title/tt0092493/
The DUFF,https://www.imdb.com//title/tt1666801/
The Lucky One,https://www.imdb.com//title/tt1327194/
The Old Man & the Gun,https://www.imdb.com//title/tt2837574/
Homeward Bound: The Incredible Journey,https://www.imdb.com//title/tt0107131/
Race to Witch Mountain,https://www.imdb.com//title/tt1075417/
Frost/Nixon,https://www.imdb.com//title/tt0870111/
Robin Hood,https://www.imdb.com//title/tt0070608/
The Iron Giant,https://www.imdb.com//title/tt0129167/
Knockaround Guys,https://www.imdb.com//title/tt0211465/
The Monster Squad,https://www.imdb.com//title/tt0093560/
'71,https://www.imdb.com//title/tt2614684/
Mr. Bean's Holiday,https://www.imdb.com//title/tt0453451/
Bad Boys,https://www.imdb.com//title/tt0085210/
"Game Over, Man!",https://www.imdb.com//title/tt3317234/
Magic Mike XXL,https://www.imdb.com//title/tt2268016/
Parker,https://www.imdb.com//title/tt1904996/
Brimstone,https://www.imdb.com//title/tt1895315/
Sand Castle,https://www.imdb.com//title/tt2582576/
The Nutty Professor,https://www.imdb.com//title/tt0117218/
Audition,https://www.imdb.com//title/tt0235198/
Torn Curtain,https://www.imdb.com//title/tt0061107/
American Animals,https://www.imdb.com//title/tt6212478/
Eli,https://www.imdb.com//title/tt5294518/
Kung Fu Hustle,https://www.imdb.com//title/tt0373074/
